,Rank,Song,Artist,Album,Release Date,Popularity,Duration (ms),Explicit,Track ID,Preview URL,Track Number,Continent,Country,Artist Photo URL
787,38,Phuthuma,Cyfred,Phuthuma,2024-08-16,57,323750,False,1DyNpDv4M8qBTthYIAPvqW,https://p.scdn.co/mp3-preview/241d3b85f7b4df2916f4e5fec49c4fc0ee3085a4?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178fffbbba7cd83053df1a515f2
788,39,Ngathi Nguye,Umafikizolo,Ngathi Nguye,2024-06-01,57,383425,False,3bqCtq5RcPzULlyqkFGVJ7,https://p.scdn.co/mp3-preview/3db7eb419b0741d075abc79779a253d857bbfe49?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178b07cda0b5612fd64b35e1ac1
789,40,Bashimane,Officixl Rsa,Bashimane,2024-09-27,55,377996,True,20QQlFhbWCkMJ6WhC4G2X8,,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f17809070e258c994af7e982dca2
790,41,Balloon (feat. Doechii),"Tyler, The Creator",CHROMAKOPIA,2024-10-28,72,154261,True,35D1RA5uVFVhMc1qX80TaQ,https://p.scdn.co/mp3-preview/18c0b111a1878af385299aaaede894633cb97769?cid=0bb3eb6005f44507983d0b4982473814,13,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178dfa2b0c7544a772042a12e52
791,42,Timeless (with Playboi Carti),The Weeknd,Timeless,2024-09-27,92,256000,True,1Es7AUAhQvapIcoh3qMKDL,,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f1789e528993a2820267b97f6aae
792,43,eGoli (feat. Eltee & Novatron),CowBoii,eGoli (feat. Eltee & Novatron),2024-07-29,59,414319,False,3mWu4sw2LsmNX4UBfhrvC1,https://p.scdn.co/mp3-preview/47c6cdebc9edd9d489d47b5de22192d0ab4c884e?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178c7b4fa7994a80565bec01f51
793,44,Ncono Siyeke,Mshinwemali,Ncono Siyeke,2024-09-10,52,299363,False,79r4mAwHBAB1x5QnImlUM6,https://p.scdn.co/mp3-preview/1293af117ad79e6a15338f10b3a231447992c763?cid=0bb3eb6005f44507983d0b4982473814,3,Africa,South Africa,https://i.scdn.co/image/ab67616d00004851050d5a6410072a953a2113b9
794,45,Sailor Song,Gigi Perez,Sailor Song,2024-07-26,91,211978,False,2262bWmqomIaJXwCRHr13j,,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178e5ff5495fe99ee0fa0236087
795,46,Piki Piki,Babalwa M,Candour,2024-10-25,43,447230,False,4SfExFC0J5GyUOAcZda4Kj,https://p.scdn.co/mp3-preview/98b5e40c3656922d03618e885192eca6a34f73ac?cid=0bb3eb6005f44507983d0b4982473814,7,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178ff42a4f42166a1c089897798
796,47,Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,89,180304,False,3xkHsmpQCBMytMJNiDf3Ii,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=0bb3eb6005f44507983d0b4982473814,4,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178b2ce21a89c09c00d80d8ca25
797,48,Snooze,SZA,SOS,2022-12-09,85,201800,True,4iZ4pt7kvcaH6Yo8UoZ4s2,https://p.scdn.co/mp3-preview/8c53920b5fd2c3178afa36cac9eec68b5ee9204a?cid=0bb3eb6005f44507983d0b4982473814,8,Africa,South Africa,https://i.scdn.co/image/ab6761610000f1780895066d172e1f51f520bc65
798,49,Let Me Love You,Mario,Turning Point,2004-03-15,75,249120,False,7GaFYUqP2WdR4KTPk7cXoP,https://p.scdn.co/mp3-preview/b89e675435ad7a4789f7eb2a969567b7bf5e2a02?cid=0bb3eb6005f44507983d0b4982473814,2,Africa,South Africa,https://i.scdn.co/image/ab6761610000f17848f54214e0580b101375840c
799,50,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,South Africa,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
800,1,DIPLOMATICO,ElGrandeToto,DIPLOMATICO,2024-10-23,61,196697,True,2CgT7751h4Rply3vAkTYEk,https://p.scdn.co/mp3-preview/75fd7c0dad20066c898a6d426614b1ea9a77bfc3?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
801,2,Fi Derbi (feat. ElGrandeToto),SKY,Fi Derbi (feat. ElGrandeToto),2024-09-20,62,183947,True,0wKhdPK4fHXRnOskjvgWqe,https://p.scdn.co/mp3-preview/4707a4eefc569010bdd5c95b59aec7adfe38b3c3?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178eefeb12947b92b6d670e6706
802,3,Lalla w Mali,Figoshin,Lalla w Mali,2024-08-09,61,176528,False,3Thycu4Wd5AwGFDYYWiioT,https://p.scdn.co/mp3-preview/d769f435bf7011a499dc774d7049526fa6d62e87?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f17887beed3fd2863bc66b0303b2
803,4,Mahboul Ana,Lazaro,Mahboul Ana,2024-07-15,66,185000,False,0bBDTxFPjtuWAdqLLq55u1,https://p.scdn.co/mp3-preview/0ea3d074d98b3332d7f46179ace16146e065368d?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178adf0aad6e65b635d7c7745a4
804,5,BLUE LOVE,ElGrandeToto,27,2023-11-24,63,187826,True,0YZ2ANy2Hhf21koqFpph5F,https://p.scdn.co/mp3-preview/f62521de811bb2985e288d0000312865cc92d093?cid=0bb3eb6005f44507983d0b4982473814,19,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
805,6,Love Me Again,V,Layover,2023-08-11,86,182293,False,2N0SPREDYqILVEFSsWF5N5,https://p.scdn.co/mp3-preview/7cf9f9fce7c6ea14a19134d84a3034fef7067f0a?cid=0bb3eb6005f44507983d0b4982473814,2,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1788e7d00d3aae87cf8fc6946e2
806,7,Papiers,OUENZA,Ok Wait,2024-10-23,48,164000,True,5wlHxud11fPNBjYMMppCAY,https://p.scdn.co/mp3-preview/b788f6606d8d790b72067549f24205a20f5d990a?cid=0bb3eb6005f44507983d0b4982473814,3,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178f53753479daf4107fb4d4541
807,8,Obligación,Delarue,Obligación,2024-06-05,61,270000,True,2OkDSD6ZTzHGgYF4j10c0m,https://p.scdn.co/mp3-preview/c4cb7af72e093883371d740bb696f1f9eff436d8?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1786f1253af94ce6232bc0bbc2c
808,9,Dawini,Tawsen,Dawini,2024-06-13,62,161959,False,5d54P8T7TXGwE2d0zyN3uu,https://p.scdn.co/mp3-preview/045df9b05c4f0b688764195930771c64d6f06a54?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178957abfd4b8b8a872ac3737f0
809,10,LA ZONE MAHKOMA,7-Toun,LA ZONE MAHKOMA,2024-10-19,50,245211,False,73fwmnYlCC3fF9CzEXgtFi,https://p.scdn.co/mp3-preview/f1752594857d4d7ea28a1932a7a3af0e9de2f2d5?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178793b27c9a86fbdb91a66cca4
810,11,3DABI,Draganov,3DABI,2023-07-13,61,202000,True,4knNlB73rkLODZU03Xjx7x,https://p.scdn.co/mp3-preview/0520a506730d24e44ff401c33cea7c5a00204769?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1784cf73c6ca392dbe6bd6ed020
811,12,Who,Jimin,MUSE,2024-07-19,92,170887,False,7tI8dRuH2Yc6RuoTjxo4dU,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=0bb3eb6005f44507983d0b4982473814,6,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178cb08296cca5a2d197caabb79
812,13,We9tna,L'morphine,YAKINE,2024-06-27,55,200909,False,2rh4EGUcaSSSir82rbfoua,https://p.scdn.co/mp3-preview/7f61199691eadb819ef700d6fedb4de86c0b9112?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178b18e4e1a3a5dab462770a2d9
813,14,Expensive,Madd,Expensive,2024-10-22,49,161613,False,43XQVlTRzQKFtTYjneCu4h,https://p.scdn.co/mp3-preview/61173dac4eb25908e00952d5db04f83cbce1bdc7?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f17862e31f8566a0e0fc82cab278
814,15,Badadi,Douaa Lahyaoui,Badadi,2024-07-19,62,165057,False,1dBv07ZgvsNBeQs2lJon6W,https://p.scdn.co/mp3-preview/3f21e7017a61a32bf2483266721e10bd0245492f?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178f87a7f3a9bc93278baf3c930
815,16,MAGHRIBI,ElGrandeToto,27,2023-11-24,58,254800,True,01GVrWU4CZgZyHFMShuQb1,https://p.scdn.co/mp3-preview/580b4d17cb4dfd843d1396afae2ef99d32500dfb?cid=0bb3eb6005f44507983d0b4982473814,7,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
816,17,W,7ari,W,2024-10-26,38,167936,False,3WyQmaqMKBHYWLxyFzvbBV,https://p.scdn.co/mp3-preview/1e4d96f612c2e854329d4a23b6ff7a5bc74773de?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178019fbc806ecabd5e5c5a74d0
817,18,APT.,ROSÉ,APT.,2024-10-18,94,169917,False,5vNRhkKd0yEAg8suGBpjeY,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178727a1f1f508238a20ac9fdbf
818,19,DELLALI (feat. Hamza),ElGrandeToto,27,2023-11-24,58,182053,True,2oMCQhVDHhzKEHk5rN6T1E,https://p.scdn.co/mp3-preview/30aa448b0c95ffa1909f5b01af18dbe3fb373f5e?cid=0bb3eb6005f44507983d0b4982473814,6,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
819,20,MARADONA - Remix,Stormy,MARADONA (Remix),2024-08-16,60,158677,False,1eiL5AM3hsfhrmXkfSKlfj,https://p.scdn.co/mp3-preview/ad800bcebbc01257cc85f7ddcb6706c37dba26b3?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
820,21,Galbi,Ali S,Galbi,2024-03-26,58,163932,False,5AA6ny0PZ4dBw72q1JZcHV,https://p.scdn.co/mp3-preview/54a53338a946d0416732057b490e6ca8de5bf2db?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178f432815ca4b513a9011197b6
821,22,Wsalni MSG,Hassa1,Wsalni MSG,2023-11-30,57,156444,False,5REou7BKcQgFUOe6tTUXBD,https://p.scdn.co/mp3-preview/ddda4859f97e41fad60dc80303f8a9366a840237?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1782667b41f3912e3e90b3352fa
822,23,POPO,Stormy,ICEBERG,2024-02-09,54,191666,False,7B0k8YTfKzj9BGVaLYXtub,https://p.scdn.co/mp3-preview/674f233bb983b3403a3c9b03a724abb85ac1908b?cid=0bb3eb6005f44507983d0b4982473814,3,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
823,24,CARTIER SANTOS,SDM,A LA VIE A LA MORT,2024-09-26,79,183813,True,1Mzg6bu3hkCwJKEf7v49MN,,6,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178bff42a7c8e790a52919fa7b9
824,25,Move,Adam Port,Move,2024-06-07,88,177598,False,1BJJbSX6muJVF2AK7uH1x4,https://p.scdn.co/mp3-preview/04f167dc6029b10591d32a723a684e14ef1d4a21?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178722acdd4bb9e3aac45436d08
825,26,Bla Bla,Nouamane Belaiachi,Bla Bla,2024-06-22,57,181714,False,1PlZpPgiBtPlB7uCAYa3ov,https://p.scdn.co/mp3-preview/242949d4bc1268001f0d8f0662e79581df3bff6c?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f17890159b1823761346821f2738
826,27,شوفو لامور مادار فيا,Bilel Tacchini,شوفو لامور مادار فيا,2023-12-09,59,186036,False,0yvcSDx1WMdxnUHhqG7PEh,https://p.scdn.co/mp3-preview/08413b2bf01c7c241029f57d08316b887495fb9a?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab67616d0000485129f0b4db3ef94406a4c904f2
827,28,FRI(END)S,V,FRI(END)S,2024-03-15,86,148082,False,0PBTlQ84CBJF0tBnKGmQa6,https://p.scdn.co/mp3-preview/16b48678c9055a80ccd96205052682890b3d98a0?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1788e7d00d3aae87cf8fc6946e2
828,29,MARADONA,Stormy,ICEBERG,2024-02-09,55,160000,False,1GxUG5xWcY2R9hQ3NcE5ya,https://p.scdn.co/mp3-preview/6329ee19813d48222128ab460fbb827c5226d4c7?cid=0bb3eb6005f44507983d0b4982473814,6,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
829,30,Dawk Lya,Snor,Dawk Lya,2021-01-21,51,148800,True,6Z6Z0DliiVFzhp3vLrvT1N,https://p.scdn.co/mp3-preview/8d72be0452c09f518a9e0c5b2ccd249c36c418fc?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef501257b17981e5271871b5
830,31,HWASI,Lbenj,HWASI,2024-04-09,59,223278,False,2HfjQWIHWBmEp2LocJsp11,https://p.scdn.co/mp3-preview/a453727052d6a662f2944f5120d97375319ba18f?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178c6b46b3135f2b7cfccba0401
831,32,San Siro,LFERDA,2x1,2024-05-10,53,204350,False,20CeXYgWoJdheBiI89QgcK,,2,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178e7bf9c7f8fe5502904019b2e
832,33,CABARET,Manal,Arabian Heartbreak,2024-09-20,52,197053,False,1uc8UiwbolVfcQbJncV2oL,https://p.scdn.co/mp3-preview/50f27c3a638a32f402bc6bd24ee279e60487fbd9?cid=0bb3eb6005f44507983d0b4982473814,4,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178be9feab21da3a38e8d5431c5
833,34,Messi,Bo9al,Messi,2024-09-18,54,210769,False,47x0OLzz5GUTS0fZOHpS8v,https://p.scdn.co/mp3-preview/1fc350c7545ca4abf960c2cecebd44e4fe077bad?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178e8438d4c2869ab273b9ed384
834,35,Staline,ElGrandeToto,Skyrock Freestyles (Morocco Edition),2024-08-31,54,238561,True,5mY7KEG5gUYdXBu9ekZIMY,https://p.scdn.co/mp3-preview/03f41eac1ffde064135cd68cf1402ec068a0cb94?cid=0bb3eb6005f44507983d0b4982473814,5,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
835,36,3oud Ned,Figoshin,3oud Ned,2019-05-02,52,210744,True,2QNi63loCz71LN8MnK38db,https://p.scdn.co/mp3-preview/b4429ada75004b84836c75f8a567638fd0253750?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f17887beed3fd2863bc66b0303b2
836,37,Badi 7efyan,Stormy,Badi 7efyan,2022-08-19,55,159456,True,7twFNyJbMDWQPn8lk0lDRh,https://p.scdn.co/mp3-preview/2a33fa538d384a61f66b4f024fd8182cb9c32995?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
837,38,Die With A Smile,Lady Gaga,Die With A Smile,2024-08-16,100,251667,False,2plbrEY59IikOBgBGLjaoe,,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1784b09cd0839c6129c29d22f79
838,39,Douwi Douwi,7liwa,Champion,2024-06-23,50,182400,False,2SQF7fpgxcJEFucbJQJxPz,https://p.scdn.co/mp3-preview/eeac614d5a2390c796bd78d6cb8d53c09e015bb4?cid=0bb3eb6005f44507983d0b4982473814,15,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178174ae0cf736a217741d5b60e
839,40,Nfss Lhala,Mons,Nfss Lhala,2023-09-08,53,200287,False,4Sf0D2p1XLbfnVAAFFLl0E,https://p.scdn.co/mp3-preview/ea20d86199a3c441b1fb4f90a54befd8a425b66c?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178d79d86b70c95d5ec24d4db0a
840,41,Sucré Salé,L'morphine,Sucré Salé,2021-10-25,50,140649,False,7scditB0ba2LS1MI2tH5J2,https://p.scdn.co/mp3-preview/4ac82b896f67c5df0f885e6749a03982facfe562?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178b18e4e1a3a5dab462770a2d9
841,42,Qui sait ? (feat. ElGrandeToto),Niro,Taulier,2023-02-10,61,190786,True,3ejjmzEsUfObGdmmQRVmM2,https://p.scdn.co/mp3-preview/d1f8288c1c6a5b26d3cbcb31c1718837757d88e1?cid=0bb3eb6005f44507983d0b4982473814,4,Africa,Morocco,https://i.scdn.co/image/ab6761610000f17841fffa4f7944e1d392511500
842,43,JEFE,Bo9al,JEFE,2024-10-25,37,147000,False,70oobY95oHVXYPpYthV9gz,https://p.scdn.co/mp3-preview/230ae6d756d3224d5a7f6d0ba222a6605d10f075?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178e8438d4c2869ab273b9ed384
843,44,NIKEY,Stormy,ICEBERG,2024-02-09,54,273454,False,3pkKb7bj2eVQjNaHOGzYSf,https://p.scdn.co/mp3-preview/d75c9b049e7835115be9a337225b771fad4fdbe4?cid=0bb3eb6005f44507983d0b4982473814,4,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
844,45,Lmouje,7-Toun,Lmouje,2024-05-17,55,202191,False,2HQOumI8CH5kHB3V2ZHwnU,https://p.scdn.co/mp3-preview/37bc490d3bc4237e5654f522220f672cc5febc24?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178793b27c9a86fbdb91a66cca4
845,46,30K,Ashafar,30K,2024-09-26,59,195906,True,2EEmZQBC7J2zw2lAh7WIiZ,https://p.scdn.co/mp3-preview/6f2645267485c637688dd1051cd14d2a736aac17?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178e04f2f1e8014a0b96cb2af2b
846,47,RAZONES (feat. Morad),ElGrandeToto,27,2023-11-24,57,184253,True,62OmBF30kfTb0XLbGZPeTS,https://p.scdn.co/mp3-preview/74a3e6eb67b02c73dfa53365cb778fcb153a3eef?cid=0bb3eb6005f44507983d0b4982473814,9,Africa,Morocco,https://i.scdn.co/image/ab6761610000f1781001aed16f5636a3f69db61f
847,48,Gourou,L'morphine,YAKINE,2024-06-27,49,174545,False,3otEGfcTRNMSMH3IFDLmGh,https://p.scdn.co/mp3-preview/ecc1ae8d1b601672d32824ee6a636f91ba062b20?cid=0bb3eb6005f44507983d0b4982473814,4,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178b18e4e1a3a5dab462770a2d9
848,49,Mizane,Stormy,Mizane,2021-02-05,54,177049,False,0SaMca4zsaUTTzNv5haull,https://p.scdn.co/mp3-preview/ad46dc7883c0e208a9eefb23d528345095771eb6?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178ef63453154ef95c3f9c60018
849,50,Ma Jolie,LFERDA,Cagoulé,2022-05-27,51,144576,False,1RpfpLMsvQB9voSXa973SP,https://p.scdn.co/mp3-preview/d06bfe4c21ebfc57dcbf7fb34ce8e7a1bfe46313?cid=0bb3eb6005f44507983d0b4982473814,5,Africa,Morocco,https://i.scdn.co/image/ab6761610000f178e7bf9c7f8fe5502904019b2e
850,1,KEBDA,Afroto,أفضل أغانى 2024,2024-07-24,63,170769,False,2Cs1t49qL52fPt6ikx15wp,https://p.scdn.co/mp3-preview/e3f4b467c6404c0695578e52b34417651be3fd88?cid=0bb3eb6005f44507983d0b4982473814,8,Africa,Egypt,https://i.scdn.co/image/ab6761610000f178de9edeca3acfbbd7b84d56fe
851,2,اتنسينا,Youssif Elashry,اخر ما تبقي من احزاني,2024-10-24,41,151426,False,0kZtRxxBDbMO4vZApAiNOZ,https://p.scdn.co/mp3-preview/a0ecd5eab5ac295d2f4e13578894dc9f50feda2d?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d000048519527d83b379110dee2179ec4
852,3,عشري بيعني انا,Magdy El Zahar,عشري بيعني انا,2024-06-02,64,227878,False,77KkVJB8SLW6mZvYOxYWV6,https://p.scdn.co/mp3-preview/7b03dcd6bfa368f365d4429b789fa0fe89da1fe9?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d00004851fefbf9a64d0a448210aad714
853,4,Ana Meen,زاد,Ana Meen,2024-05-13,61,189567,False,5LcThJzvvRzOZZb4apH9Px,https://p.scdn.co/mp3-preview/2b4f8c986a2b6e5ce1a19f860b232772be7c9612?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d000048516db11f5019a9b181719494f4
854,5,حبيبي ليه,TUL8TE,كوكتيل غنائي للفنان تووليت حصرياً لحبايب قلبي,2024-07-25,67,120145,False,2OSxxCfS81wcds5RbQ0Ztq,https://p.scdn.co/mp3-preview/1bd9a73893812a2de1236d27bda45e62d6ab4279?cid=0bb3eb6005f44507983d0b4982473814,3,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1785f10cea1a442c10f5d970e11
855,6,عالعموم,Shehab,عالعموم,2024-02-27,63,164123,False,3tfiVsnpCzewE8rPpsRIL6,https://p.scdn.co/mp3-preview/cf14c8a38acf437b0b9bb178a23befe4a1d42c8a?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1784035c9d575c9ccf51bb06226
856,7,Yazmeely,Ilmond,Ya Kahera,2023-07-20,63,196806,False,0rDNeS6IwKi1oMrtkEc5S0,https://p.scdn.co/mp3-preview/e519d5f132f268e0df6140e42b199c263f939ead?cid=0bb3eb6005f44507983d0b4982473814,6,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1788739065c880f205062c39bea
857,8,ماتيجي اعدي عليكي,TUL8TE,كوكتيل غنائي للفنان تووليت حصرياً لحبايب قلبي,2024-07-25,67,145454,False,5ks7fVLJY4QRlAALIqJfMR,https://p.scdn.co/mp3-preview/c1d4d65a936232549663f7d5ae59cbaf7b75d103?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1785f10cea1a442c10f5d970e11
858,9,هيجيلي موجوع,Tamer Ashour,هيجيلي موجوع,2024-01-11,64,210714,False,2Heqj9jtxarmecKxycGSWn,https://p.scdn.co/mp3-preview/f6d0c37eb413f1dd9b7bb728cafb1fb99df712cb?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab6761610000f178879018f54d070a5764c11afd
859,10,Aal Doghrey,Reda El Bahrawy,Aal Doghrey,2024-06-30,61,283278,False,0rGCXktltsDt5jmcFwjFm4,https://p.scdn.co/mp3-preview/227967d5f1c019296060b8ec55d7686f9ba3cac2?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d0000485141286211fc428973354ebef8
860,11,Etabelna,Muslim - مُسلِم,Etabelna,2024-05-18,60,186233,False,6AvhXZErJVyLcTPGWyriJr,https://p.scdn.co/mp3-preview/24159a13e04800a971dc4fc665e897bc2b84203d?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab6761610000f17803ed049216ad8cc3047a6d03
861,12,انتي فاكره نفسك ايه ؟,Youssif Elashry,انتي فاكره نفسك ايه ؟,2023-06-22,59,138681,False,2FFtVrD5IEy4pgY1DFz8nV,https://p.scdn.co/mp3-preview/de13db7a9d7aa8223feb521215277a8d6b585c9b?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d000048519527d83b379110dee2179ec4
862,13,Tegy Ntrahn,Tamer Ashour,Tegy Ntrahn,2022-01-20,61,240673,False,2NF0gMDLnJSaqIfj0SvrDi,https://p.scdn.co/mp3-preview/2b5e0db6a618f046cca199cec54fd1ddee80e49d?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab6761610000f178879018f54d070a5764c11afd
863,14,سوري مبردش انا بستوري,Magdy El Zahar,سوري مبردش انا بستوري,2024-05-15,60,253361,False,6XnBt8ME4K8d9oYf7SE5Wa,https://p.scdn.co/mp3-preview/05a82416c8d6f3233c279e610bf4f004235f9fdb?cid=0bb3eb6005f44507983d0b4982473814,1,Africa,Egypt,https://i.scdn.co/image/ab67616d00004851fefbf9a64d0a448210aad714
864,15,LAYALINA,TUL8TE,TESH SHABAB,2024-02-22,62,218833,False,1yiJHrunZu2fov7OhC7vM9,https://p.scdn.co/mp3-preview/df66e579c9b6379a6522ed0a5112517e7be0fc33?cid=0bb3eb6005f44507983d0b4982473814,9,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1785f10cea1a442c10f5d970e11
865,16,بقيت وحيد,TUL8TE,كوكتيل غنائي للفنان تووليت حصرياً لحبايب قلبي,2024-07-25,61,157785,False,1bXmR0B5BOfCudp3zQmKmH,https://p.scdn.co/mp3-preview/5ee9d95a59f2b28a30f7f361d6370dae5ba6da0f?cid=0bb3eb6005f44507983d0b4982473814,5,Africa,Egypt,https://i.scdn.co/image/ab6761610000f1785f10cea1a442c10f5d970e11
866,17,Basrah w Atooh,Cairokee,Roma,2022-09-23,61,237832,False,4vIbws1xp082bv0zl8vLaJ,https://p.scdn.co/mp3-preview/15715df7bc8e6ad3d7677dacd37e9b9cc196e146?cid=0bb3eb6005f44507983d0b4982473814,8,Africa,Egypt,https://i.scdn.co/image/ab6761610000f178031d0209d9cb8abbc0505769
